Paradigm,Order,Class,Lemma,Stem,Head,Subject,Object,Mode,Negation,Form1Surface,Form1Split,Form1Source,Form2Surface,Form2Split,Form2Source,Form3Surface,Form3Split,Form3Source,Form4Surface,Form4Split,Form4Source,
VAI,Ind,VAI_V,aazhoogaadebi,aazhoogaadebi,NONE,1SgSubj,NONE,Neu,Pos,indaazhoogaadeb,,,nindaazhoogaadeb,,,nidaazhoogaadeb,,,
VAI,Ind,VAI_V,aazhoogaadebi,aazhoogaadebi,NONE,3SgProxSubj,NONE,Neu,Pos,aazhoogaadebi,,,
VAI,Cnj,VAI_V,aazhoogaadebi,aazhoogaadebi,NONE,3SgProxSubj,NONE,Neu,Pos,aazhoogaadebid,,,
VAI,Cnj,VAI_V,ChCnj+aazhoogaadebi,aazhoogaadebi,NONE,3SgProxSubj,NONE,Neu,Pos,ayaazhoogaadebid,,,
VAI,Ind,VAI_VV,aazhooshkaa,aazhooshkaa,NONE,1SgSubj,NONE,Neu,Pos,indaazhooshkaa,,,nindaazhooshkaa,,,nidaazhooshkaa,,,
VAI,Ind,VAI_VV,aazhooshkaa,aazhooshkaa,NONE,3SgProxSubj,NONE,Neu,Pos,aazhooshkaa,,,
VAI,Cnj,VAI_VV,aazhooshkaa,aazhooshkaa,NONE,3SgProxSubj,NONE,Neu,Pos,aazhooshkaad,,,
VAI,Cnj,VAI_VV,ChCnj+aazhooshkaa,aazhooshkaa,NONE,3SgProxSubj,NONE,Neu,Pos,ayaazhooshkaad,,,
VAI,Ind,VAI_V,bimaagonebizo,bimaagonebizo,NONE,1SgSubj,NONE,Neu,Pos,nimbimaagonebiz,,,
VAI,Ind,VAI_V,bimaagonebizo,bimaagonebizo,NONE,3SgProxSubj,NONE,Neu,Pos,bimaagonebizo,,,
VAI,Cnj,VAI_V,bimaagonebizo,bimaagonebizo,NONE,3SgProxSubj,NONE,Neu,Pos,bimaagonebizod,,,
VAI,Cnj,VAI_V,ChCnj+bimaagonebizo,bimaagonebizo,NONE,3SgProxSubj,NONE,Neu,Pos,bemaagonebizod,,,
VII,Ind,VII_VV,waanzhibiiyaa,waanzhibiiyaa,NONE,0SgSubj,NONE,Neu,Pos,waanzhibiiyaa,,,
VII,Cnj,VII_VV,waanzhibiiyaa,waanzhibiiyaa,NONE,0SgSubj,NONE,Neu,Pos,waanzhibiiyaag,,,
VII,Cnj,VII_VV,ChCnj+waanzhibiiyaa,waanzhibiiyaa,NONE,0SgSubj,NONE,Neu,Pos,wayaanzhibiiyaag,,,
VII+Aug/magad+VII,Ind,VII_VV,waanzhibiiyaa,waanzhibiiyaa,NONE,0SgSubj,NONE,Neu,Pos,waanzhibiiyaamagad,,,
VAI,Ind,VAI_V,waanisagizi,waanisagizi,NONE,3SgProxSubj,NONE,Neu,Pos,waanisagizi,,,
VAI,Cnj,VAI_V,waanisagizi,waanisagizi,NONE,3SgProxSubj,NONE,Neu,Pos,waanisagizid,,,
VII,Ind,VII_VV,babaamaaboode,babaamaaboode,NONE,0SgSubj,NONE,Neu,Pos,babaamaaboode,,,
VII,Cnj,VII_VV,babaamaaboode,babaamaaboode,NONE,0SgSubj,NONE,Neu,Pos,babaamaaboodeg,,,
VII,Cnj,VII_VV,ChCnj+babaamaaboode,babaamaaboode,NONE,0SgSubj,NONE,Neu,Pos,bebaamaaboodeg,,,
VII+Aug/magad+VII,Ind,VII_VV,babaamaaboode,babaamaaboode,NONE,0SgSubj,NONE,Neu,Pos,babaamaaboodemagad,,,
VII,Ind,VII_d,waaseyaanakwad,waaseyaanakwad,NONE,0SgSubj,NONE,Neu,Pos,waaseyaanakwad,,,
VII,Cnj,VII_d,waaseyaanakwad,waaseyaanakwad,NONE,0SgSubj,NONE,Neu,Pos,waaseyaanakwak,,,
VII,Cnj,VII_d,ChCnj+waaseyaanakwad,waaseyaanakwad,NONE,0SgSubj,NONE,Neu,Pos,wayaaseyaanakwak,,,
VAI,Ind,VAI_V,aazhigidikweni,aazhigidikweni,NONE,1SgSubj,NONE,Neu,Pos,indaazhigidikwen,,,niyaazhigidikwen,,,
VAI,Ind,VAI_V,aazhigidikweni,aazhigidikweni,NONE,3SgProxSubj,NONE,Neu,Pos,aazhigidikweni,,,
VAI,Cnj,VAI_V,aazhigidikweni,aazhigidikweni,NONE,3SgProxSubj,NONE,Neu,Pos,aazhigidikwenid,,,
VAI,Ind,VAI_V,babanaadenimo,babanaadenimo,NONE,1SgSubj,NONE,Neu,Pos,nibabanaadenim,,,
VAI,Ind,VAI_V,babanaadenimo,babanaadenimo,NONE,3SgProxSubj,NONE,Neu,Pos,babanaadenimo,,,
VAI,Cnj,VAI_V,babanaadenimo,babanaadenimo,NONE,3SgProxSubj,NONE,Neu,Pos,babanaadenimod,,,
VAI,Cnj,VAI_V,ChCnj+babanaadenimo,babanaadenimo,NONE,3SgProxSubj,NONE,Neu,Pos,bebanaadenimod,,,
VAI,Ind,VAI_VV,bimaagiwebishkige,bimaagiwebishkige,NONE,1SgSubj,NONE,Neu,Pos,nimbimaagiwebishkige,,,
VAI,Ind,VAI_VV,bimaagiwebishkige,bimaagiwebishkige,NONE,3SgProxSubj,NONE,Neu,Pos,bimaagiwebishkige,,,
VAI,Cnj,VAI_VV,bimaagiwebishkige,bimaagiwebishkige,NONE,3SgProxSubj,NONE,Neu,Pos,bimaagiwebishkiged,,,
VAI,Cnj,VAI_VV,ChCnj+bimaagiwebishkige,bimaagiwebishkige,NONE,3SgProxSubj,NONE,Neu,Pos,bemaagiwebishkiged,,,
VII,Ind,VII_d,bimaanakwad,bimaanakwad,NONE,0SgSubj,NONE,Neu,Pos,bimaanakwad,,,
VII,Cnj,VII_d,bimaanakwad,bimaanakwad,NONE,0SgSubj,NONE,Neu,Pos,bimaanakwak,,,
VII,Cnj,VII_d,ChCnj+bimaanakwad,bimaanakwad,NONE,0SgSubj,NONE,Neu,Pos,bemaanakwak,,,
VII,Ind,VII_VV,waasaashkaa,waasaashkaa,NONE,0SgSubj,NONE,Neu,Pos,waasaashkaa,,,
VII,Cnj,VII_VV,waasaashkaa,waasaashkaa,NONE,0SgSubj,NONE,Neu,Pos,waasaashkaag,,,
VAI,Ind,VAI_V,waasaabikizo,waasaabikizo,NONE,3SgProxSubj,NONE,Neu,Pos,waasaabikizo,,,
VAI,Cnj,VAI_V,waasaabikizo,waasaabikizo,NONE,3SgProxSubj,NONE,Neu,Pos,waasaabikizod,,,
VAI,Cnj,VAI_V,ChCnj+waasaabikizo,waasaabikizo,NONE,3SgProxSubj,NONE,Neu,Pos,wayaasaabikizod,,,
VAI,Ind,VAI_VV,bimi-ayaa,bimi-ayaa,NONE,3SgProxSubj,NONE,Neu,Pos,gii-pimi-ayaa,,,
VAI,Ind,VAI_VV,bimi-ayaa,bimi-ayaa,NONE,3PlProxSubj,NONE,Neu,Pos,bimi-ayaawag,,,
VAI,Ind,VAI_VV,bimi-ayaa,bimi-ayaa,NONE,1SgSubj,NONE,Neu,Pos,imbimi-ayaa,,,nimbimi-ayaa,,,nibimi-ayaa,,,
VAI,Ind,VAI_VV,bimi-ayaa,bimi-ayaa,NONE,3SgProxSubj,NONE,Neu,Pos,bimi-ayaa,,,
VAI,Cnj,VAI_VV,bimi-ayaa,bimi-ayaa,NONE,3SgProxSubj,NONE,Neu,Pos,bimi-ayaad,,,
VAI,Cnj,VAI_VV,ChCnj+bimi-ayaa,bimi-ayaa,NONE,3SgProxSubj,NONE,Neu,Pos,bemi-ayaad,,,
VAIO,Ind,VAIO,waaswaagen,waaswaage,NONE,1SgSubj,0SgObj,Neu,Pos,niwaaswaagen,,,
